10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,13,0,0,0,13,23,24,22,4,0,12,8,10,10,0,0,0,0,10,0,0,0,0,0,11,4,0,0,10,0,0,0,0,11,0,0,0,0,0,10,10,0,0,10,0,0,0,4,0,10,0,0,0,10,6,6,0,0,0,0,12,10,0,0,0,43,0,0,0,10,34,0,0,0,4,0,15,0,0,0,0,0,0,14,9,0,7,0,0,0,0,0,0,20,0,8,0,0,11,0,18,0,0,17,0,0,0,0,0,0,12,0,0,0,17,6,0,5,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,17,0,0,0,15,0,0,36,0,17,0,0,0,15,8,0,0,0,16,0,15,8,29,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,26,0,0,0,0,6,0,0,25,6,0,27,14,10,0,0,0,0,0,0,18,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,32,0,13,25,0,0,0,0,15,4,0,0,0,0,0,0,0,28,0,0,0,0,0,0,10,0,46,0,14,8,15,0,8,0,0,0,0,0,18,9,0,5,0,0,0,0,0,42,22
63,10,0,0,0,9,26,26,25,5,0,8,14,0,0,0,0,0,10,0,0,0,0,0,0,6,11,0,10,0,0,0,0,0,5,0,0,0,0,10,12,0,0,0,0,10,0,10,5,0,0,0,0,0,0,7,7,0,0,0,0,14,11,0,0,0,48,0,0,0,12,38,0,0,0,5,0,17,0,0,0,0,0,0,16,10,0,8,0,0,0,0,0,0,22,0,10,0,0,13,0,20,0,0,19,0,0,0,0,0,0,14,0,0,0,20,7,0,6,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,19,0,0,0,17,0,0,41,0,20,0,0,0,17,9,0,0,0,18,0,17,10,32,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,29,0,0,0,0,7,0,0,28,7,0,31,16,11,0,0,0,0,0,0,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,36,0,14,28,0,0,0,0,17,5,0,0,0,0,0,0,0,31,0,0,0,0,0,0,12,0,52,0,16,9,17,0,8,0,0,0,0,0,20,10,0,6,0,0,0,0,0,48,25
0,10,0,0,0,10,0,0,0,0,0,10,0,10,10,0,0,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,0,0,0,10,0,0,0,0,0,10,0,10,10,0,0,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,27,92,11,0,10,61,32,0,0,0,0,0,0,73,10,26,6,0,0,6,75,13,9,0,0,14,0,0,32,0,0,13,0,8,0,0,8,10,10,0,45,0,5,0,11,0,0,0,0,5,0,115,0,11,0,0,84,0,0,12,16,44,0,0,45,12,0,0,10,53,0,0,0,16,0,14,0,0,65,0,0,0,14,9,0,14,0,23,0,0,0,53,19,18,8,0,0,13,0,17,0,0,18,0,0,0,0,0,0,11,0,0,0,16,5,0,14,0,0,0,0,0,0,0,0,0,0,17,60,81,105,0,0,0,16,0,0,139,14,0,0,37,0,16,0,18,0,14,7,0,0,88,15,0,15,8,27,37,36,0,14,0,0,0,0,9,0,0,0,67,9,21,28,0,0,0,0,0,46,28,0,36,18,0,0,0,6,5,0,25,29,56,28,15,9,0,0,53,0,0,0,17,33,23,0,47,16,16,19,0,0,40,0,0,0,0,0,0,0,7,0,0,0,98,84,13,0,54,104,0,63,0,60,0,0,0,0,0,0,9,10,66,62,173,81,0,53,125,25,35,0,0,0,50,14,70,60,0,7,0,0,0,0,26,0,0,0,0,0,46,10,58,45,69,13,7,14,0,7,31,0,0,0,0,16,9,81,11,36,97,26,53,77,47,23
0,0,18,21,9,0,0,34,26,0,0,0,0,0,0,10,13,21,5,0,0,5,62,7,7,0,0,0,0,0,28,0,0,10,0,7,0,0,7,8,0,0,36,0,5,0,4,0,0,0,0,4,0,89,0,5,0,0,0,0,0,10,14,0,0,0,37,10,0,0,8,27,0,0,0,10,0,12,0,0,0,0,0,0,11,12,0,12,0,0,0,0,0,5,16,0,7,0,0,10,0,14,0,0,15,0,0,0,0,0,0,10,0,0,0,14,5,0,9,0,0,0,0,0,0,0,0,0,0,15,0,0,7,0,0,0,13,0,0,0,12,0,0,31,0,14,0,15,0,12,6,0,0,18,13,0,13,7,23,0,0,0,12,0,0,0,0,7,0,0,0,15,7,3,0,0,0,0,0,0,0,15,0,23,15,0,0,0,5,4,0,20,9,0,24,16,8,0,0,0,0,0,0,14,0,0,0,0,14,14,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,19,0,0,28,0,21,20,0,0,0,0,12,24,0,0,6,0,0,0,0,22,0,0,0,0,0,0,8,0,38,0,11,6,12,0,6,0,0,0,0,0,17,7,0,9,0,0,21,0,0,40,18
0,0,48,52,27,0,0,191,70,0,0,0,0,0,0,26,21,123,14,0,0,14,202,17,20,0,0,17,0,0,72,0,0,28,0,18,0,0,18,21,0,0,153,0,13,0,11,0,0,0,0,12,0,265,0,13,0,20,0,29,59,29,132,0,17,19,102,28,17,49,25,77,121,38,87,27,30,34,14,42,0,45,47,29,33,20,25,31,17,0,22,57,25,14,43,0,21,15,27,112,27,40,17,68,42,42,19,51,25,32,29,28,27,14,32,39,16,41,23,14,54,29,80,27,47,41,43,43,56,41,0,0,18,27,16,15,68,25,32,0,34,37,30,102,52,39,26,43,52,59,20,15,19,46,38,27,36,21,63,0,0,54,34,20,66,19,30,54,37,27,67,38,54,9,0,37,25,27,15,23,0,54,30,72,87,55,28,32,17,61,30,54,27,0,86,34,24,32,14,0,34,89,17,40,0,0,27,0,39,39,28,39,57,0,32,30,120,57,25,47,22,18,34,41,20,13,0,32,15,0,0,17,0,35,0,37,14,20,38,42,37,23,6,0,0,48,0,47,80,0,113,54,69,41,70,0,34,68,0,45,18,73,32,14,38,65,39,30,29,47,53,0,25,0,112,0,32,20,34,14,19,0,30,92,34,30,38,23,0,43,0,0,65,0,0,109,48
0,0,14,0,6,0,0,32,28,0,0,0,10,0,0,6,5,14,11,0,0,6,60,4,8,0,10,0,10,0,29,0,0,10,0,0,0,0,0,10,0,0,24,0,5,10,0,10,0,0,0,4,0,92,0,0,0,0,0,0,0,11,9,0,0,0,37,0,0,0,9,29,0,0,0,4,0,13,0,0,0,0,0,0,12,8,0,6,0,0,0,0,0,0,17,0,7,0,0,10,0,16,0,0,15,0,0,0,0,0,0,10,0,0,0,15,5,0,4,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,15,0,0,0,13,0,0,31,0,15,0,0,0,13,7,0,0,0,14,0,13,7,25,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,23,0,0,0,0,6,0,0,22,5,0,24,12,9,0,0,0,0,0,0,15,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,28,0,11,22,0,0,0,0,13,4,0,0,0,0,0,0,0,24,0,0,0,0,0,0,9,0,40,0,12,7,13,0,6,0,0,0,0,0,15,8,0,4,0,0,0,0,0,37,19
0,10,0,0,0,10,0,0,0,0,0,10,0,10,10,0,0,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
