466770.25,789158.0,933646.25,8.0,19.0,4705.0,1227.5,8487.0,22003.0,49.0,493.5,1696.75,32.75,70.5,128.75,17.0,34.0,55.5,18.0,27.0,55.0,9.0,13.5,18.0
487805.5,804548.5,944047.75,8.0,19.0,5261.5,1299.75,9070.5,23391.0,49.0,516.0,1740.5,32.75,71.5,131.5,17.0,34.0,55.5,18.0,27.0,55.0,9.0,13.5,18.0
508165.75,819724.5,953940.5,8.0,19.0,5954.75,1388.75,9656.0,24864.25,49.0,540.0,1790.0,32.75,72.0,133.75,17.0,34.0,56.25,18.0,27.0,55.0,9.0,13.5,18.0
528821.5,834235.0,963575.0,8.0,19.0,6700.25,1468.75,10275.0,26451.5,49.0,562.5,1847.5,32.75,72.5,135.25,17.0,34.0,56.25,18.0,27.0,55.0,9.0,13.5,18.0
549158.0,848188.0,972626.75,8.0,19.0,7458.0,1550.0,10954.5,28064.0,49.0,586.0,1905.75,32.75,73.5,135.5,17.0,34.0,56.25,18.0,27.0,55.0,9.0,13.5,18.0
569131.5,861641.5,981465.5,8.0,19.0,8267.0,1631.75,11657.0,29811.0,49.0,618.5,1966.0,32.75,74.5,136.5,17.0,34.0,57.0,18.0,27.0,55.0,9.0,13.5,18.0
588997.25,874880.5,989998.5,8.0,19.0,9123.0,1700.25,12410.0,31670.25,50.5,643.5,2038.25,32.75,74.5,138.75,17.0,34.0,57.0,18.0,27.0,55.0,9.0,13.5,18.0
608588.5,887591.5,998206.0,8.0,19.0,10124.25,1805.5,13203.0,33674.5,50.5,672.5,2116.5,32.75,77.0,138.75,17.0,34.0,57.0,18.0,27.0,55.25,9.0,13.5,18.0
627905.5,899552.0,1.0058715e6,8.0,19.0,11131.0,1912.25,14084.0,35792.0,51.25,706.5,2202.0,32.75,78.0,140.25,17.0,34.0,57.25,18.0,27.0,55.25,9.0,13.5,18.0
647207.0,910974.5,1.0133745e6,8.0,19.0,12161.0,2006.25,14910.0,38065.25,52.75,738.0,2287.25,32.75,80.0,141.5,17.0,34.0,57.25,18.0,27.0,55.25,9.0,13.5,18.0
666057.75,922061.5,1.02061675e6,8.0,19.0,13125.5,2113.0,15837.5,40441.0,52.75,756.5,2361.25,32.75,81.0,141.5,17.0,34.0,57.25,18.0,27.0,55.25,9.0,13.5,18.0
684602.0,932768.0,1.02757125e6,8.0,19.0,14147.75,2231.5,16862.0,42833.5,52.75,780.5,2447.75,32.75,81.5,142.0,17.0,34.0,57.25,18.0,27.0,55.25,9.0,13.5,18.0
702803.25,942968.0,1.0341685e6,8.0,19.0,15393.0,2351.5,17906.0,45418.0,52.75,810.5,2543.5,32.75,82.5,142.25,17.0,34.0,57.25,18.0,27.0,56.0,9.0,13.5,18.0
